feature,flutter_file,method,endpoint,path_parameters,query_parameters,request_body,success_status,response_shape,handled_errors,authentication,pagination,media,realtime,legacy_route_file,legacy_controller,legacy_service,legacy_models,classification,confidence,notes,authoritative_owner,legacy_prisma_operations,required_background_process,migration_risk,evidence
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart,GET,/api/v1/fundraising/payout/catalog,none,none,none,200,list,none,required,none,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,UNKNOWN,FundraisingPayoutMethodCatalog,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,FundraisingPayoutMethodCatalog,payment/payout webhook processing,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart,GET,/api/v1/fundraising/payout/methods,none,none,none,200,list,none,required,none,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,UNKNOWN,FundraisingPayoutMethod,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW,NEW_API_OWNS,FundraisingPayoutMethod,payment/payout webhook processing,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
fundraising,lib/features/fundraising/data/repositories/fundraising_repository.dart,unknown,/api/v1/fundraising/withdraw/requests,none,limit;cursor,unknown,200,list,none,required,cursor,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,UNKNOWN,FundraisingWithdrawRequest,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW,NEW_API_OWNS,FundraisingWithdrawRequest,payment/payout webhook processing,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
fundraising_account,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:455-492),GET,/api/v1/fundraising/account/me,none,none,none,200/201/204,FundraisingAccount or null (404/NOT_FOUND-family codes mapped to null client-side),"account-not-found-family codes (mapped to null client-side, see _isAccountNotFoundError)",required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingAccount;FundraisingAccountStatusLog(admin-only writes);FundraisingVerificationDocument,KEEP_COMPATIBLE,CONFIRMED,Resolved Step 5A: split from an aggregate row. No admin gate on any of these (auth-only). Document upload is NOT multipart -- it references a mediaId. routes.ts:69 (auth) -- Flutter-facing alias; routes.ts:68 GET /account is a back-compat alias for the same handler,NEW_API_OWNS,"FundraisingAccount;FundraisingVerificationDocument (title,mediaId,createdAt,deletedAt -- exact match to Flutter payload)",none,MEDIUM,furtail_api fundraising.routes.ts:68-74; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:454-570.
fundraising_account,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:494-539),PATCH,/api/v1/fundraising/account,none,none,"accountType,permanentAddress,presentAddress,occupation,area,divisionId,districtId,upazilaId,unionId,areaId,countryName,stateName,cityName,addressLine,latitude,longitude,formattedAddress,dateOfBirth,nationalIdNumber,birthRegNumber,studentIdNumber,passportNumber,verificationDraftJson,rescueSinceYear,orgName,orgDescription,orgWorkType (whitelisted in controller, no zod validator observed at this call site -- UNKNOWN whether service applies further validation)",200/201/204,FundraisingAccount,"account-not-found-family codes (mapped to null client-side, see _isAccountNotFoundError)",required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingAccount;FundraisingAccountStatusLog(admin-only writes);FundraisingVerificationDocument,KEEP_COMPATIBLE,CONFIRMED,Resolved Step 5A: split from an aggregate row. No admin gate on any of these (auth-only). Document upload is NOT multipart -- it references a mediaId. routes.ts:70 (auth),NEW_API_OWNS,"FundraisingAccount;FundraisingVerificationDocument (title,mediaId,createdAt,deletedAt -- exact match to Flutter payload)",none,MEDIUM,furtail_api fundraising.routes.ts:68-74; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:454-570.
fundraising_account,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:541-553),POST,/api/v1/fundraising/account/submit,none,none,{} empty,200/201/204,void,"account-not-found-family codes (mapped to null client-side, see _isAccountNotFoundError)",required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingAccount;FundraisingAccountStatusLog(admin-only writes);FundraisingVerificationDocument,KEEP_COMPATIBLE,CONFIRMED,Resolved Step 5A: split from an aggregate row. No admin gate on any of these (auth-only). Document upload is NOT multipart -- it references a mediaId. routes.ts:74 (auth),NEW_API_OWNS,"FundraisingAccount;FundraisingVerificationDocument (title,mediaId,createdAt,deletedAt -- exact match to Flutter payload)",none,MEDIUM,furtail_api fundraising.routes.ts:68-74; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:454-570.
fundraising_account,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:555-563),POST,/api/v1/fundraising/account/documents,none,none,"{title,mediaId} -- NOT multipart; references an already-uploaded mediaId (upload happens via a separate generic media call, exact call site not located within fundraising_repository.dart)",200/201/204,void,"account-not-found-family codes (mapped to null client-side, see _isAccountNotFoundError)",required,n/a,indirect (references mediaId from a separate upload),no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingAccount;FundraisingAccountStatusLog(admin-only writes);FundraisingVerificationDocument,KEEP_COMPATIBLE,CONFIRMED,Resolved Step 5A: split from an aggregate row. No admin gate on any of these (auth-only). Document upload is NOT multipart -- it references a mediaId. routes.ts:72 (auth),NEW_API_OWNS,"FundraisingAccount;FundraisingVerificationDocument (title,mediaId,createdAt,deletedAt -- exact match to Flutter payload)",none,MEDIUM,furtail_api fundraising.routes.ts:68-74; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:454-570.
fundraising_account,lib/features/fundraising/data/repositories/fundraising_repository.dart (repo.dart:565-570),DELETE,/api/v1/fundraising/account/documents/{id},id,none,none,200/201/204,void,"account-not-found-family codes (mapped to null client-side, see _isAccountNotFoundError)",required,n/a,no,no,modules/fundraising/fundraising.routes.ts,fundraising.controller,fundraising.service,FundraisingAccount;FundraisingAccountStatusLog(admin-only writes);FundraisingVerificationDocument,KEEP_COMPATIBLE,CONFIRMED,Resolved Step 5A: split from an aggregate row. No admin gate on any of these (auth-only). Document upload is NOT multipart -- it references a mediaId. routes.ts:73 (auth),NEW_API_OWNS,"FundraisingAccount;FundraisingVerificationDocument (title,mediaId,createdAt,deletedAt -- exact match to Flutter payload)",none,MEDIUM,furtail_api fundraising.routes.ts:68-74; furtail_app lib/features/fundraising/data/repositories/fundraising_repository.dart:454-570.
campaign_checkout,lib/features/campaign/data/repositories/campaign_repository.dart:229,POST,/api/v1/campaign/public/checkout/init,none,none,booking/payment details,200/201,checkout session,none,not required (public),n/a,no,no,modules/campaign/campaign.routes.ts,campaign.controller,UNKNOWN,FundraisingCampaignIdempotencyKey,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW -- public booking checkout,NEW_API_OWNS,FundraisingCampaignIdempotencyKey,payment/payout webhook processing,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
campaign_checkout,lib/features/campaign/data/repositories/campaign_repository.dart:235,POST,/api/v1/campaign/public/checkout/confirm-free,none,none,unknown,200,none,none,not required,n/a,no,no,modules/campaign/campaign.routes.ts,campaign.controller,UNKNOWN,CampaignBooking,KEEP_COMPATIBLE,CONFIRMED,Free-booking path (no payment),NEW_API_OWNS,CampaignBooking,payment/payout webhook processing,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
campaign_checkout,lib/features/campaign/data/repositories/campaign_repository.dart:244,GET,/api/v1/campaign/public/checkout/{checkoutId}/status,checkoutId,none,none,200,status,none,not required,none,no,no,modules/campaign/campaign.routes.ts,campaign.controller,UNKNOWN,CampaignCheckoutSession,KEEP_COMPATIBLE,CONFIRMED,Polled by client for payment status; furtail_api param name is checkoutId matching Flutter's expectation,NEW_API_OWNS,CampaignCheckoutSession,payment/payout webhook processing,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
campaign_checkout,lib/core/network/api_endpoints.dart:610,POST,/api/v1/campaign/public/coupons/validate,none,none,unknown,200,unknown,none,not required,n/a,no,no,modules/campaign/campaign.routes.ts,campaign.controller,UNKNOWN,unknown,LEGACY_UNUSED,CONFIRMED,"Resolved Step 5A: DEAD CODE on the client side. ApiEndpoints.campaignCouponValidate() is defined but grep of the entire lib/features/campaign tree found zero callers. Coupon codes are instead passed inline as a `couponCode` field inside initCheckout()'s body -- the dedicated validate endpoint is never hit. Legacy route confirmed public, no auth (campaign.routes.ts:510-524), synchronous validateCampaignCoupon(code) check, 400 INVALID_COUPON on failure.",NEW_API_OWNS,"none identified (coupon validation appears to be a synchronous code-format check, not a Prisma-backed lookup, per campaign.routes.ts:513)",none,LOW,"furtail_app lib/core/network/api_endpoints.dart:610-611 (defined, zero callers found via grep of lib/features/campaign); furtail_api src/api/v1/modules/campaign/campaign.routes.ts:510-524 (public, no auth)"
campaign_vaccination,unknown (campaign feature),unknown,/api/v1/campaign/booking/* (create; my; :ref; :ref/cancel; :ref/payment; :ref/payment-status),unknown,unknown,unknown,unknown,unknown,unknown,OTP-session Bearer token (requireOtpSession) -- NOT the standard Furtail JWT `auth` middleware used elsewhere,unknown,no,no,modules/campaign/campaign.routes.ts,campaign.controller,UNKNOWN,CampaignBooking;CampaignSlot;CampaignVaccineType,LEGACY_UNUSED,CONFIRMED,"Resolved Step 5A: none of the /campaign/booking/* routes (create, my, :ref, :ref/cancel, :ref/payment, :ref/payment-status) are called from campaign_repository.dart. The Flutter app instead uses the separate /campaign/public/checkout/init + confirm-free flow for booking creation, and /campaign-link/* (my-bookings, vaccinations, upcoming, benefits) for authenticated post-booking data -- both already covered by their own CSV rows. The booking sub-router uses a distinct OTP-session Bearer auth model (verifySession/requireOtpSession), not the standard Furtail JWT, and additionally scopes /:ref/payment by matching booking.owner.phone to the session phone. UNKNOWN whether any other Flutter repository file (outside campaign_repository.dart, not in this step's scope) calls this sub-router.",LEGACY_API_TEMPORARILY_OWNS,CampaignBooking;CampaignSlot;CampaignVaccineType;CampaignIncludedVaccine,"SMS delivery (campaign.smsQueue.ts) for booking confirmations, per Step 3 findings",MEDIUM,"furtail_api src/api/v1/modules/campaign/campaign.routes.ts:693-756 (bookingRouter, mounted /campaign/booking); furtail_app: grep of lib/features/campaign found zero call sites for this sub-router in campaign_repository.dart"
campaign_certificate,lib/features/campaign/data/repositories/campaign_repository.dart (verifyCertificatePublic),GET,/api/v1/campaign/public/verify/{token},token,none,none,200,raw map (verification result),none,not required (public),none,no,no,modules/campaign/campaign.routes.ts,campaign.controller,campaign.service,Campaign;CampaignBooking;CampaignPet,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate row of 5 URLs into the 6 distinct endpoints actually involved (public verify/certificates/certificates-pdf are 3 separate routes; campaign-link certificates/certificates-pdf/claim are 3 more). campaign.routes.ts:220-231, handleVerificationRequest(token,{ipAddress,userAgent,source:""API""})",NEW_API_OWNS,"Campaign;CampaignBooking;CampaignPet (exact fields not traced in Step 5A -- certificate generation logic itself, e.g. PDF rendering, not read)","PDF generation (server-internal, not traced)",MEDIUM,"furtail_api src/api/v1/modules/campaign/campaign.routes.ts (public block) and campaignLink.routes.ts (auth-required, router.use(auth) at line 23); furtail_app lib/features/campaign/data/repositories/campaign_repository.dart:317-355."
campaign_certificate,lib/features/campaign/data/repositories/campaign_repository.dart ((not directly called -- app uses the campaign-link authenticated variant instead)),GET,/api/v1/campaign/public/certificates/{token},token,none,none,200,certificate data,none,not required (public),none,no,no,modules/campaign/campaign.routes.ts,campaign.controller,campaign.service,Campaign;CampaignBooking;CampaignPet,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate row of 5 URLs into the 6 distinct endpoints actually involved (public verify/certificates/certificates-pdf are 3 separate routes; campaign-link certificates/certificates-pdf/claim are 3 more). campaign.routes.ts:233-246, getCertificateData(token)",NEW_API_OWNS,"Campaign;CampaignBooking;CampaignPet (exact fields not traced in Step 5A -- certificate generation logic itself, e.g. PDF rendering, not read)","PDF generation (server-internal, not traced)",MEDIUM,"furtail_api src/api/v1/modules/campaign/campaign.routes.ts (public block) and campaignLink.routes.ts (auth-required, router.use(auth) at line 23); furtail_app lib/features/campaign/data/repositories/campaign_repository.dart:317-355."
campaign_certificate,lib/features/campaign/data/repositories/campaign_repository.dart ((not directly called -- see campaign-link variant)),GET,/api/v1/campaign/public/certificates/{token}/pdf,token,none,none,200,PDF binary,none,not required (public),none,yes (PDF binary),no,modules/campaign/campaign.routes.ts,campaign.controller,campaign.service,Campaign;CampaignBooking;CampaignPet,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate row of 5 URLs into the 6 distinct endpoints actually involved (public verify/certificates/certificates-pdf are 3 separate routes; campaign-link certificates/certificates-pdf/claim are 3 more). campaign.routes.ts:248-261, generateCertificatePdf(token)",NEW_API_OWNS,"Campaign;CampaignBooking;CampaignPet (exact fields not traced in Step 5A -- certificate generation logic itself, e.g. PDF rendering, not read)","PDF generation (server-internal, not traced)",MEDIUM,"furtail_api src/api/v1/modules/campaign/campaign.routes.ts (public block) and campaignLink.routes.ts (auth-required, router.use(auth) at line 23); furtail_app lib/features/campaign/data/repositories/campaign_repository.dart:317-355."
campaign_certificate,lib/features/campaign/data/repositories/campaign_repository.dart (fetchCertificate),GET,/api/v1/campaign-link/certificates/{token},token,none,none,200,CertificateData,none,required (Furtail JWT),none,no,no,modules/campaign/campaignLink.routes.ts,campaign.controller,campaign.service,Campaign;CampaignBooking;CampaignPet,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate row of 5 URLs into the 6 distinct endpoints actually involved (public verify/certificates/certificates-pdf are 3 separate routes; campaign-link certificates/certificates-pdf/claim are 3 more). campaignLink.routes.ts:122-135, same getCertificateData(token) function as the public variant",NEW_API_OWNS,"Campaign;CampaignBooking;CampaignPet (exact fields not traced in Step 5A -- certificate generation logic itself, e.g. PDF rendering, not read)","PDF generation (server-internal, not traced)",MEDIUM,"furtail_api src/api/v1/modules/campaign/campaign.routes.ts (public block) and campaignLink.routes.ts (auth-required, router.use(auth) at line 23); furtail_app lib/features/campaign/data/repositories/campaign_repository.dart:317-355."
campaign_certificate,"lib/features/campaign/data/repositories/campaign_repository.dart (fetchCertificatePdf (swallows errors client-side, returns null on failure))",GET,/api/v1/campaign-link/certificates/{token}/pdf,token,none,none,200,CertificatePdfData? (PDF binary),none,required (Furtail JWT),none,yes (PDF binary),no,modules/campaign/campaignLink.routes.ts,campaign.controller,campaign.service,Campaign;CampaignBooking;CampaignPet,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate row of 5 URLs into the 6 distinct endpoints actually involved (public verify/certificates/certificates-pdf are 3 separate routes; campaign-link certificates/certificates-pdf/claim are 3 more). campaignLink.routes.ts:137-150, same generateCertificatePdf(token) function",NEW_API_OWNS,"Campaign;CampaignBooking;CampaignPet (exact fields not traced in Step 5A -- certificate generation logic itself, e.g. PDF rendering, not read)","PDF generation (server-internal, not traced)",MEDIUM,"furtail_api src/api/v1/modules/campaign/campaign.routes.ts (public block) and campaignLink.routes.ts (auth-required, router.use(auth) at line 23); furtail_app lib/features/campaign/data/repositories/campaign_repository.dart:317-355."
campaign_certificate,lib/features/campaign/data/repositories/campaign_repository.dart (claimCertificate),POST,/api/v1/campaign-link/certificate/{token}/claim,token,none,none,200,raw map,none,required (Furtail JWT),none,no,no,modules/campaign/campaignLink.routes.ts,campaign.controller,campaign.service,Campaign;CampaignBooking;CampaignPet,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: split from an aggregate row of 5 URLs into the 6 distinct endpoints actually involved (public verify/certificates/certificates-pdf are 3 separate routes; campaign-link certificates/certificates-pdf/claim are 3 more). campaignLink.routes.ts:110-120, claimCertificate(token, userId) -- claim/attribution step exists ONLY in the authenticated module, not duplicated publicly",NEW_API_OWNS,"Campaign;CampaignBooking;CampaignPet (exact fields not traced in Step 5A -- certificate generation logic itself, e.g. PDF rendering, not read)","PDF generation (server-internal, not traced)",MEDIUM,"furtail_api src/api/v1/modules/campaign/campaign.routes.ts (public block) and campaignLink.routes.ts (auth-required, router.use(auth) at line 23); furtail_app lib/features/campaign/data/repositories/campaign_repository.dart:317-355."
wallet,lib/features/wallet/data/repositories/wallet_repository.dart:11,GET,/api/v1/wallet/me,none,none,none,200,wallet,none,required,none,no,no,modules/wallet/wallet.routes.ts,wallet.controller,UNKNOWN,UserWallet,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW,NEW_API_OWNS,UserWallet,none,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
wallet,lib/features/wallet/data/repositories/wallet_repository.dart:23,GET,/api/v1/wallet/transactions,none,limit;cursor;type;status;sourceType,none,200,list,none,required,cursor,no,no,modules/wallet/wallet.routes.ts,wallet.controller,UNKNOWN,WalletTransaction,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW,NEW_API_OWNS,WalletTransaction,none,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
wallet,lib/features/wallet/data/repositories/wallet_repository.dart:48,GET,/api/v1/wallet/withdraw/requests,none,limit;cursor;status,none,200,list,none,required,cursor,no,no,modules/wallet/wallet.routes.ts,wallet.controller,UNKNOWN,WalletWithdrawRequest,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW,NEW_API_OWNS,WalletWithdrawRequest,payment/payout webhook processing,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
wallet,lib/features/wallet/data/repositories/wallet_repository.dart:73,POST,/api/v1/wallet/withdraw/requests,none,none,amount;method;etc.,200/201,withdraw request,none,required,n/a,no,no,modules/wallet/wallet.routes.ts,wallet.controller,UNKNOWN,WalletWithdrawRequest,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW,NEW_API_OWNS,WalletWithdrawRequest,payment/payout webhook processing,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
wallet,lib/features/wallet/data/repositories/wallet_repository.dart:83,POST,/api/v1/wallet/withdraw/requests/{id}/cancel,id,none,none,200,none,none,required,n/a,no,no,modules/wallet/wallet.routes.ts,wallet.controller,UNKNOWN,WalletWithdrawRequest,KEEP_COMPATIBLE,CONFIRMED,FINANCIAL FLOW,NEW_API_OWNS,WalletWithdrawRequest,payment/payout webhook processing,HIGH,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
notifications,lib/features/notifications/data/repositories/notification_repository.dart:44,POST,/api/v1/notifications/device-token,none,none,token;platform;provider=fcm,200,none,none,required,n/a,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,UserDeviceToken,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: registration IS exercised in the live app flow (via _initFirebaseMessaging, not via the seemingly-unused registerPushAfterAuth()). Backend route, controller, and Prisma model (UserDeviceToken) all confirmed real and functioning; push delivery pipeline confirmed non-stub. Original ""Fails silently until backend endpoint ships"" code comment is now known to be STALE -- the endpoint exists and functions; the comment describes historical defensive behavior (best-effort swallow), not current backend absence.",NEW_API_OWNS,"UserDeviceToken (upsert on unique token; fields: userId,platform,deviceId,isActive,lastSeenAt)",push delivery worker (pushNotification.service.ts -> admin.messaging().sendEachForMulticast); Firebase credential configuration UNKNOWN in the actual runtime env (var names undocumented in .env.example),MEDIUM,"furtail_app lib/features/notifications/data/repositories/notification_repository.dart:38-59 (registerDeviceToken), called from notification_service.dart:223,227 inside _initFirebaseMessaging() (initial fetch + onTokenRefresh) -- confirmed LIVE call path, not dead code, though notification_controller.dart:235-246 registerPushAfterAuth() itself has zero callers (registration instead fires at service-init time, not specifically gated on post-login as its doc comment implies). furtail_api src/api/v1/modules/notifications/notifications.routes.ts:6-7 (auth); notifications.controller.ts:60-99 (upsert on unique token; response {id,platform,isActive}). No dedicated test file found for this route (grep for device-token/notification test files found only unrelated notificationQueue.test.ts). Push pipeline is NOT a stub: pushNotification.service.ts:104-145 reads active UserDeviceToken rows and calls admin.messaging().sendEachForMulticast(), deactivating invalid tokens. Firebase credential env var names (FIREBASE_SERVICE_ACCOUNT_JSON / FIREBASE_PROJECT_ID+CLIENT_EMAIL+PRIVATE_KEY / GOOGLE_APPLICATION_CREDENTIALS) do NOT appear in furtail_api/.env.example -- undocumented in the template, actual runtime configuration UNKNOWN (not inspected, values never read)."
notifications,lib/features/notifications/data/repositories/notification_repository.dart:65,DELETE,/api/v1/notifications/device-token,none,none,none,200,none,none,required (best-effort),n/a,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,UserDeviceToken,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: registration IS exercised in the live app flow (via _initFirebaseMessaging, not via the seemingly-unused registerPushAfterAuth()). Backend route, controller, and Prisma model (UserDeviceToken) all confirmed real and functioning; push delivery pipeline confirmed non-stub. Original ""Fails silently until backend endpoint ships"" code comment is now known to be STALE -- the endpoint exists and functions; the comment describes historical defensive behavior (best-effort swallow), not current backend absence.",NEW_API_OWNS,"UserDeviceToken (upsert on unique token; fields: userId,platform,deviceId,isActive,lastSeenAt)",push delivery worker (pushNotification.service.ts -> admin.messaging().sendEachForMulticast); Firebase credential configuration UNKNOWN in the actual runtime env (var names undocumented in .env.example),MEDIUM,"furtail_app lib/features/notifications/data/repositories/notification_repository.dart:38-59 (registerDeviceToken), called from notification_service.dart:223,227 inside _initFirebaseMessaging() (initial fetch + onTokenRefresh) -- confirmed LIVE call path, not dead code, though notification_controller.dart:235-246 registerPushAfterAuth() itself has zero callers (registration instead fires at service-init time, not specifically gated on post-login as its doc comment implies). furtail_api src/api/v1/modules/notifications/notifications.routes.ts:6-7 (auth); notifications.controller.ts:60-99 (upsert on unique token; response {id,platform,isActive}). No dedicated test file found for this route (grep for device-token/notification test files found only unrelated notificationQueue.test.ts). Push pipeline is NOT a stub: pushNotification.service.ts:104-145 reads active UserDeviceToken rows and calls admin.messaging().sendEachForMulticast(), deactivating invalid tokens. Firebase credential env var names (FIREBASE_SERVICE_ACCOUNT_JSON / FIREBASE_PROJECT_ID+CLIENT_EMAIL+PRIVATE_KEY / GOOGLE_APPLICATION_CREDENTIALS) do NOT appear in furtail_api/.env.example -- undocumented in the template, actual runtime configuration UNKNOWN (not inspected, values never read)."
notifications,lib/features/notifications/data/repositories/notification_repository.dart:76,GET/PATCH,/api/v1/notifications/settings,none,none,allowEmail;allowSms etc.,200,prefs,none,required,none,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,UserNotificationPrefs,KEEP_COMPATIBLE,CONFIRMED,Also surfaced via settings feature,NEW_API_OWNS,UserNotificationPrefs,notification dispatch worker (push delivery),LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
notifications,lib/features/notifications/data/repositories/notification_repository.dart:94,GET,/api/v1/notifications,none,limit;cursor,none,200,list,none,required,cursor,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,Notification,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,Notification,notification dispatch worker (push delivery),LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
notifications,lib/features/notifications/data/repositories/notification_repository.dart:115,POST,/api/v1/notifications/{id}/read,id,none,none,200,none,none,required,n/a,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,NotificationRead,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,NotificationRead,notification dispatch worker (push delivery),LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
notifications,lib/features/notifications/data/repositories/notification_repository.dart:132,POST,/api/v1/notifications/read-all,none,none,none,200,none,none,required,n/a,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,NotificationRead,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,NotificationRead,notification dispatch worker (push delivery),LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
notifications,lib/features/notifications/data/repositories/notification_repository.dart:147,GET,/api/v1/notifications/unread-count,none,none,none,200,data.count,none,required,none,no,no,modules/notifications/notifications.routes.ts,notifications.controller,UNKNOWN,Notification,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,Notification,notification dispatch worker (push delivery),LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
reports,lib/core/services/report_service.dart:35,POST,/api/v1/reports,none,none,type;targetId;reason;etc.,200/201,report,none,required,n/a,no,no,modules/reports/reports.routes.ts,reports.controller,UNKNOWN,Report,KEEP_COMPATIBLE,CONFIRMED,Generic content report for posts/users/adoption listings via type field,NEW_API_OWNS,Report,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
reports,lib/core/network/api_endpoints.dart:426,GET,/api/v1/reports/reasons,none,type,none,unknown,unknown,unknown,unknown,none,no,no,none,none,none,none,LEGACY_UNUSED,CONFIRMED,"No live caller found in Flutter app; no matching route in furtail_api reports.routes.ts either -- unimplemented on both sides, not a migration requirement",LEGACY_API_TEMPORARILY_OWNS,none identified,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
stories,lib/features/story/data/datasources/story_remote_ds.dart:29,GET,/api/v1/stories/feed,none,limit,none,200,list,none,required,limit-only,no,no,modules/stories/stories.routes.ts,stories.controller,UNKNOWN,Story,KEEP_COMPATIBLE,CONFIRMED,none,NEW_API_OWNS,Story,none,LOW,Carried forward unchanged from Step 3 (03-endpoint-matrix.csv); not part of the Step 5A PARTIAL/UNKNOWN resolution scope.
stories,lib/features/story/data/datasources/story_remote_ds.dart:44,POST,/api/v1/stories,none,none,"multipart field 'media' (direct file upload, not a mediaId reference)",200/201,story,none,required,n/a,yes,no,modules/stories/stories.routes.ts,stories.controller,UNKNOWN,Story,KEEP_COMPATIBLE,CONFIRMED,"Resolved Step 5A: createStory() is a direct multipart upload (multipartPost, fieldName:'media'), not a mediaId reference like fundraising documents. Legacy: multer upload.single('media'), memory storage, size limit from appConfig.mediaPolicy.maxUploadBytes. Field name 'media' matches exactly on both sides.",NEW_API_OWNS,"Story;Media (created via multer memory-storage upload, then presumably persisted to object storage -- exact storage-write path not traced)","none (synchronous upload) -- unless media processing (transcode/thumbnail) is applied post-upload, not confirmed for stories specifically",LOW,"furtail_app lib/features/story/data/datasources/story_remote_ds.dart:38-53; furtail_api src/api/v1/modules/stories/stories.routes.ts:7-22 (multer upload.single('media'), memory storage, size limit from mediaPolicy.maxUploadBytes)"
